0	exp	specie	TFclass	antibody	treatment	cell_line	peak_id	tf	control_id	cotrol_anti	externalrefs	Uniprot_ID	Uniprot_AC	control_refs	gem_peaks	sissrs_peaks	macs_peaks	macs_filter_peaks	pics_peaks
1386	EXP033032	Mus musculus	2.3.1.2.4	anti-KLF4		3T3-L1	PEAKS036659	KLF4 (GKLF)			GEO:GSM1370452,GEO:GSE56872	Q60793	KLF4_MOUSE		12731	20283	17604	17604	10961
1387	EXP031591	Homo sapiens	3.4.1.0.1	HSF1 (H-311, Santa Cruz, sc-9144, Lot# J0510)		SW620 cells	PEAKS034807	HSF1 (HSTF1)	EXP031571	IGG (Santa Cruz, sc-2027, Lot# C2210)	GEO:GSM951873,GEO:GSM951874,GEO:GSE38901,PUBMED:22863008	Q00613	HSF1_HUMAN	GEO:GSM951875,GEO:GSE38901,PUBMED:22863008	64	25	60	0	4
1388	EXP000020	Mus musculus	4.1.1.2.2	AF2018		ESC	PEAKS035433	SOX-2	EXP000019		GEO:GSE11724,GEO:GSM307139,PUBMED:18692474,GEO:GSM307138	P48432	SOX2_MOUSE	GEO:GSE11724,GEO:GSM307155,PUBMED:18692474,GEO:GSM307154	22467	9534	22967	22895	7323
1389	EXP031033	Mus musculus	2.3.3.50.1	CTCF		Mouse E14.5 brain	PEAKS035735	CTCF [11]	EXP031013	None	GEO:GSM851280,GEO:GSE29218,PUBMED:22763441	Q61164	CTCF_MOUSE	GEO:GSM851285,GEO:GSE29218,PUBMED:22763441	53617	31305	61632	61632	43418
1390	EXP032741	Homo sapiens	3.5.2.1.4	SC-22810		VCaP	PEAKS035090	GABP&#945; (E4TF1-60, NRSF-2&#945;)	EXP032734	Input	GEO:GSM1193659,GEO:GSE49091,PUBMED:24753418	Q06546	GABPA_HUMAN	GEO:GSM1193668,GEO:GSE49091,PUBMED:24753418	4762	2846	7181	2686	665
1391	EXP010724	Homo sapiens	3.5.3.0.1	IRF1	IFNg6h	K562	PEAKS033805	IRF-1	EXP010163	Input	GEO:GSM935549	P10914	IRF1_HUMAN	GEO:GSM935427	13782	5932	12070	12070	1118
1392	EXP031057	Mus musculus	6.4.1.0.2	ab23980-100	Runx1+/VE-cadherin-/CD41+	differentiated ES cells	PEAKS035746	Runx1 (PEBP2&#945;B, CBF-&#945;2, AML-1)	EXP031054	IgG	GEO:GSM730632,GEO:GSE29514,PUBMED:22554697	Q03347	RUNX1_MOUSE	GEO:GSM730633,GEO:GSE29514,PUBMED:22554697	697	950	693	0	
1393	EXP011145	Homo sapiens	1.2.6.5.5	Max	None	H1-hESC	PEAKS033994	Max	EXP010860	RevXlinkChromatin	GEO:GSM1010898	P61244	MAX_HUMAN	GEO:GSM1010815	53913	4148	45303	45303	
1394	EXP032607	Homo sapiens	2.3.4.0.72	anti-Miz (residues 637-803) antibody [non-commercial; lab-prepared]		HeLa	PEAKS035044	ZBTB17 [12+1] (MIZ1, ZNF151, ZNF60)	EXP032596	none (input control)	GEO:GSM1088664,GEO:GSE44672	Q13105	ZBT17_HUMAN	GEO:GSM1088666,GEO:GSE44672	1808	2088	4797	4	22
1395	EXP011031	Homo sapiens	3.3.1.1.2	FOXA2_(SC-6554)	EtOH_0.02pct	A549	PEAKS033902	FOXA2 (HNF-3&#946;)			GEO:GSM1010724	Q9Y261	FOXA2_HUMAN		49573	64352	63790	63790	44727
1396	EXP032575	Homo sapiens	3.3.1.16.3	anti-FOXP3		CD4+CD25- expanded conventional T cells	PEAKS035038	FOXP3	EXP032554	none	GEO:GSM1056938,GEO:GSE43119,PUBMED:24671953	Q9BZS1	FOXP3_HUMAN	GEO:GSM1056921,GEO:GSE43119,PUBMED:24671953	390	6479	11493	11493	6
1397	EXP031107	Homo sapiens	2.1.1.1.4	sc-816	DHT for 4h	VCS2	PEAKS034691	Androgen receptor (AR) (NR3C4)			GEO:GSM801012,GEO:GSE32345,PUBMED:22014572	P10275	ANDR_HUMAN		42816	104303	54884	54884	60269
1398	EXP010681	Homo sapiens	2.1.1.2.3	ERRA	forskolin	HepG2	PEAKS033784	ERR1 (ERR&#945;) (NR3B1)	EXP010368	Input	GEO:GSM935621	P11474	ERR1_HUMAN	GEO:GSM935444	2427	2760	6368	3497	470
1399	EXP032703	Mus musculus	1.1.2.1.1	cfos		primary mast cells	PEAKS036516	c-Fos			GEO:GSM1167585,GEO:GSE48085,PUBMED:24760698	P01101	FOS_MOUSE		10463		17478	17478	17381
1400	EXP032755	Homo sapiens	2.1.2.5.2	PPAR?/?	DMSO, hypoxia	Human umbilical vein cells	PEAKS035097	PPAR&#946; (PPAR&#948;) (NR1C2)			GEO:GSE50144,GEO:GSM1226374,GEO:GSM1214680	Q03181	PPARD_HUMAN		3152		11333	11333	183458
1401	EXP011110	Homo sapiens	3.3.1.13.1	FOXM1_(SC-502)	None	MCF-7	PEAKS033967	FOXM1 (Fkh-L11, FREAC7)	EXP010799	RevXlinkChromatin	GEO:GSM1010769	Q08050	FOXM1_HUMAN	GEO:GSM1010854	4988	4785	8759	3841	4598
1402	EXP000373	Mus musculus	2.1.2.3.1	Rev-erba	ZT10	liver	PEAKS035194	Rev-ErbA&#945; (NR1D1)	EXP000375		GEO:GSM647029,GEO:GSE26345,PUBMED:21393543	Q3UV55	NR1D1_MOUSE	GEO:GSM647033,GEO:GSE26345,PUBMED:21393543	25061	19083	35630	35630	14386
1403	EXP032083	Mus musculus	1.1.8.1.1	anti-C/EBPa	no treatment	Peritoneal macrophages of C57BL6/J	PEAKS036240	C/EBP&#945;			GEO:GSM1131242,GEO:GSE46494,PUBMED:24121437	P53566	CEBPA_MOUSE		42530	52414	41931	41931	34133
1404	EXP031506	Mus musculus	3.5.2.5.1	Anti-PU.1 (in-house rabbit polyclonal against the N-Terminal (aa. 1-100))	IL4 (10 ng/ml) for 4hrs	BMDM cells (7th day of differentiation)	PEAKS035983	PU.1 (Spi-1)			GEO:GSM940929,GEO:GSE38377,PUBMED:23332752	P17433	SPI1_MOUSE		162498	154530	119505	119505	148064
1405	EXP010959	Homo sapiens	1.1.7.1.1	CREB1_(SC-240)	None	K562	PEAKS033850	CREB	EXP010822	RevXlinkChromatin	GEO:GSM1010890	P16220	CREB1_HUMAN	GEO:GSM1010894	7732	3021	8698	5089	
1406	EXP031649	Mus musculus	1.1.4.0.1	BATF (from Ken Murphy [rabbit ], not commercial available)	IL21, IRF4KO	CD4+ T Cells	PEAKS036041	B-ATF	EXP031633	Rabbit IgG (R&D, AB-105-C, ER11)	GEO:GSM978762,GEO:GSE39756,PUBMED:22992523	O35284	BATF_MOUSE	GEO:GSM978749,GEO:GSE39756,PUBMED:22992523	3191	14354	20984	20984	5572
1407	EXP030617	Homo sapiens	2.1.1.1.4	AR		LuCaP73 xenografted tumor tissue	PEAKS034539	Androgen receptor (AR) (NR3C4)	EXP030607	rabbit IgG	GEO:GSM1174490,GEO:GSE48308,PUBMED:21909140	P10275	ANDR_HUMAN	GEO:GSM1174492,GEO:GSE48308,PUBMED:21909140	17	10	90	0	2
1408	EXP032937	Homo sapiens	2.1.1.1.4	anti-AR	dihydrotestosterone	VCaP	PEAKS035148	Androgen receptor (AR) (NR3C4)	EXP032935	IgG	GEO:GSE55062,PUBMED:24759320,GEO:GSM1328950,GEO:GSM1328952	P10275	ANDR_HUMAN	GEO:GSM1328983,GEO:GSE55062,PUBMED:24759320	2	53	446	3	
1409	EXP010521	Homo sapiens	2.3.3.9.1	YY1	None	K562	PEAKS033704	YY1	EXP010823	Input	GEO:GSM935368	P25490	TYY1_HUMAN	GEO:GSM788074,GEO:GSM935601	8361	9287	20722	20722	280125
1410	EXP011018	Homo sapiens	2.1.3.5.2	NR2F2_(SC-271940)	None	MCF-7	PEAKS033893	COUP-TFII (NR2F2)	EXP010799	RevXlinkChromatin	GEO:GSM1010837	P24468	COT2_HUMAN	GEO:GSM1010854	17394	14360	26188	26188	17328
1411	EXP000745	Homo sapiens	2.1.2.1.1	RAR	24 hours ATRA	NB4	PEAKS033160	RAR-&#945; (NR1B1)	EXP000751		GEO:GSM468200,GEO:GSE18886,PUBMED:20159609	P10276	RARA_HUMAN	GEO:GSM468219,GEO:GSE18886,PUBMED:20159609	325	115	1508	0	1
1412	EXP031525	Mus musculus	6.2.1.0.7	Santa Cruz Biotechnology, sc-981	IL4 (10 ng/ml) for 4hrs	bone marrow-derived macrophages (7th day of differentiation)	PEAKS036002	STAT6			GEO:GSM1022305,GEO:GSE38377,PUBMED:23332752	P52633	STAT6_MOUSE			99885	23591	23591	77173
1413	EXP000911	Homo sapiens	1.2.3.1.1	sc-12984	BRG1 RNAi KD	CD36	PEAKS033211	Tal-1 (SCL, TCL-5)	EXP000917	input	GEO:GSM651544,GEO:GSE26501,PUBMED:21795385	P17542	TAL1_HUMAN	GEO:GSM651550,GEO:GSE26501,PUBMED:21795385	13428	10457	18988	18988	8853
1414	EXP011089	Homo sapiens	2.1.1.2.1	ERalpha_a	Genistein_100nM	T-47D	PEAKS033950	Estrogen receptor &#945; (ER&#945;) (NR3A1)	EXP010862	Input	GEO:GSM803374	P03372	ESR1_HUMAN	GEO:GSM803519	6790	3131	7517	6654	1722
1415	EXP010455	Homo sapiens	1.1.8.1.2	CEBPB	forskolin	HepG2	PEAKS033668	C/EBP&#946; (NF-IL6-1)	EXP010368	Input	GEO:GSM935622	P17676	CEBPB_HUMAN	GEO:GSM935444	41663	11759	51748	51748	23728
1416	EXP010190	Homo sapiens	3.3.3.0.5	RFX5_(200-401-194)	None	HepG2	PEAKS033518	RFX5	EXP010255	Input	GEO:GSM935304	P48382	RFX5_HUMAN	GEO:GSM935604	4942	5196	19212	2173	212
1417	EXP032227	Homo sapiens	3.7.1.7.1	JARID2		UtW-iPS-11	PEAKS034962	JARID2 (Jumonji, JMJ)	EXP032220	input	GEO:GSM1180157,GEO:GSE48516	Q92833	JARD2_HUMAN	GEO:GSM1180156,GEO:GSE48516	87	6904	4165	3356	3
1418	EXP000863	Mus musculus	6.1.5.0.1	EBF (H00001879-M01), 08344-1C2	RAG1 KO	pro-B cell	PEAKS035354	EBF1 (COE1)			GEO:GSM546524,GEO:GSE21978,PUBMED:20543837	Q07802	COE1_MOUSE		7667	2677	8178	8178	78
1419	EXP031110	Homo sapiens	3.7.1.6.3	Bethyl,A301.034A		K562 erythrocytic leukaemia cells (ATCC CCL-243)	PEAKS034692	JARID1C (KDM5C, DXS1272E, SMCX, XE169)	EXP031108	None	GEO:GSM831000,GEO:GSE32509,PUBMED:22196736	P41229	KDM5C_HUMAN	GEO:GSE32509,GEO:GSM831022,GEO:GSM831023,GEO:GSM831024,PUBMED:22196736	2055	9103	10692	10681	108268
1420	EXP000385	Mus musculus	6.2.1.0.4	STAT4	2 rounds priming	Balb/C, Th1	PEAKS035301	STAT4	EXP000384	IgG	GEO:GSM671388,GEO:GSE27158,PUBMED:21516110	P42228	STAT4_MOUSE	GEO:GSM671387,GEO:GSE27158,PUBMED:21516110	1720	38734	5890	5802	1159
1421	EXP032372	Mus musculus	2.3.3.21.1	anti-Gfi1 (a custom rabbit polyclonal antibody raised against N- and C-terminal peptides)		Innate type-2 lymphocytes	PEAKS036387	GFI1 [6] (ZNF163)	EXP032371	none	GEO:GSM1229967,GEO:GSE50806,PUBMED:24141388	O70237	GFI1B_MOUSE	GEO:GSM1229968,GEO:GSE50806,PUBMED:24141388	4212	7440	23743	23743	192273
1422	EXP031930	Homo sapiens	3.6.1.0.2	TEAD4 (Abnova, H00007004-M01, 11105-5H3)		MKN28	PEAKS034887	TEF-3 (TEAD-4, TCF-13L1)	EXP031928	none	GEO:GSM1084783,GEO:GSE44416,PUBMED:24325916	Q15561	TEAD4_HUMAN	GEO:GSM1084782,GEO:GSE44416,PUBMED:24325916	5404	7525	11044	17	214
1423	EXP000536	Mus musculus	1.1.8.1.2	C/EBPbeta		thioglycollate-elicited peritoneal macrophages	PEAKS035426	C/EBP&#946; (NF-IL6-1)			GEO:GSM532742,GEO:GSE21314,PUBMED:20176806	P28033	CEBPB_MOUSE		30483	47883	34396	34396	23541
1424	EXP031487	Homo sapiens	7.1.1.1.3	ab28379	100nM calcipotriol + 1ng/ml TGFb	LX2	PEAKS034774	SMAD3	EXP031484	none	GEO:GSM934615,GEO:GSE38103,PUBMED:23622244	P84022	SMAD3_HUMAN	GEO:GSM934613,GEO:GSE38103,PUBMED:23622244	20823	13919	27940	27940	7243
1425	EXP010956	Mus musculus	1.1.3.2.3	MafK_(ab50322)	None	ES-E14	PEAKS036766	MafK	EXP010793	Input	GEO:GSM1003809	Q61827	MAFK_MOUSE	GEO:GSM1003811	21430	14196	32249	32249	613
1426	EXP010165	Homo sapiens	1.1.4.0.1	BATF	None	GM12878	PEAKS033504	B-ATF	EXP010580	RevXlinkChromatin	GEO:GSM803538	Q16520	BATF_HUMAN	GEO:GSM803351	49471	28978	80485	80485	120117
1427	EXP031396	Homo sapiens	1.2.6.5.1	Santa Cruz SC-764		H128	PEAKS034744	c-Myc	EXP031383	None	GEO:GSM894098,GEO:GSE36354,PUBMED:23021215	P01106	MYC_HUMAN	GEO:GSM894101,GEO:GSE36354,PUBMED:23021215	2333	1051	8831	7412	458
1428	EXP031695	Mus musculus	3.5.2.1.5	sc-356		progenitors	PEAKS036070	Fli-1			GEO:GSM989023,GEO:GSE40235,PUBMED:23064151	P26323	FLI1_MOUSE		2591	4676	5238	5238	5648
1429	EXP010740	Homo sapiens	2.3.3.50.1	CTCF	None	HSMMtube	PEAKS033813	CTCF [11]	EXP010730	Input	GEO:GSM733783	P49711	CTCF_HUMAN	GEO:GSM733648	49927	32274	56496	56496	203481
1430	EXP031918	Homo sapiens	6.4.1.0.2	anti-ETO (home made, antigen-purified)		Kasumi-1 cells	PEAKS034880	Runx1 (PEBP2&#945;B, CBF-&#945;2, AML-1)	EXP031916	none	GEO:GSM1082306,GEO:GSE43834,PUBMED:23812588	Q01196	RUNX1_HUMAN	GEO:GSM1082307,GEO:GSE43834,PUBMED:23812588	18762	3989	20773	20759	1384
1431	EXP010593	Homo sapiens	1.1.2.1.1	c-Fos	None	HUVEC	PEAKS033738	c-Fos	EXP010007	Input	GEO:GSM935585	P01100	FOS_HUMAN	GEO:GSM935346	51549	13128	51775	51775	18088
1432	EXP031357	Mus musculus	6.1.1.1.1	sc-114	LPS, 30 min	bone marrow-derived dendritic cells	PEAKS035930	NF-&#954;B p105 (NFKB1)	EXP031269	none	GEO:GSM881153,GEO:GSE36099,PUBMED:22940246	P25799	NFKB1_MOUSE	GEO:GSM881124,GEO:GSE36099,PUBMED:22940246		2	35	35	
1433	EXP000205	Homo sapiens	2.1.1.2.2	ER beta	E2	U2OS	PEAKS033079	Estrogen receptor &#946; (ER&#946;) (NR3A2)	EXP000207	IgG	GEO:GSM542548,GEO:GSE21770,PUBMED:20404318	Q92731	ESR2_HUMAN	GEO:GSM542550,GEO:GSE21770,PUBMED:20404318	14529	19110	26865	26865	10585
1434	EXP031734	Homo sapiens	2.3.3.50.1	CTCF		WI-38, passage39	PEAKS034839	CTCF [11]	EXP031732	none	GEO:GSM1007997,GEO:GSE41048,PUBMED:23064413	P49711	CTCF_HUMAN	GEO:GSM1007999,GEO:GSE41048,PUBMED:23064413	17339	9816	19449	19431	8116
1435	EXP031874	Homo sapiens	1.2.6.5.5	anti-Max (Santa Cruz sc-197)		HeLa	PEAKS034876	Max			GEO:GSM1058990,GEO:GSE43227	P61244	MAX_HUMAN		49649	71380	58552	58552	38885
1436	EXP032267	Mus musculus	2.3.4.0.31	anti-GFP(Prdm4)		mESC CCE	PEAKS036329	PRDM4 [1+5] (PFM1)	EXP032263	IgG	GEO:GSM1176679,GEO:GSE48372,PUBMED:23918801	Q80V63	PRDM4_MOUSE	GEO:GSE48372,GEO:GSM1176682,GEO:GSM1176683,PUBMED:23918801,GEO:GSM1176680,GEO:GSM1176681		14	42	1	
1437	EXP030415	Homo sapiens	1.2.3.1.1	TAL1		Jurkat E6-1	PEAKS034468	Tal-1 (SCL, TCL-5)	EXP030411	None	PUBMED:22897851,GEO:GSM722165,GEO:GSM722164,GEO:GSE29180	P17542	TAL1_HUMAN	PUBMED:22897851,GEO:GSM722172,GEO:GSM722173,GEO:GSE29180	4389	4465	8582	8582	2408
1438	EXP031471	Mus musculus	1.1.1.1.1	c-Jun, SantaCruz: sc-1694x		C2C12	PEAKS035970	c-Jun	EXP031470		GEO:GSE37525,GEO:GSM950393,PUBMED:23249738,GEO:GSM950392	P05627	JUN_MOUSE	GEO:GSE37525,GEO:GSM950394,PUBMED:23249738,GEO:GSM950395	5768	4865	9488	9488	87013
1439	EXP011114	Mus musculus	2.3.4.8.1	MAZ_(ab85725)	None	CH12	PEAKS036792	MAZ [1+5] (Zif87, ZNF801)	EXP010613	Input	GEO:GSM1003801	P56671	MAZ_MOUSE	GEO:GSM912917	18239	1292	15106	0	1
1440	EXP031224	Mus musculus	2.1.3.1.1	SC-553	Control	LXRdKO liver	PEAKS035815	RXR&#945; (NR2B1)			GEO:GSM864677,GEO:GSE35262,PUBMED:22158963	P28700	RXRA_MOUSE		15544	22196	17747	17747	9871
1441	EXP031360	Mus musculus	6.2.1.0.1	sc-346, Bethyl A302-753A	LPS, 120 min	bone marrow-derived dendritic cells	PEAKS035933	STAT1	EXP031268	none	GEO:GSM881156,GEO:GSE36099,PUBMED:22940246	P42225	STAT1_MOUSE	GEO:GSM881123,GEO:GSE36099,PUBMED:22940246	21	96	523	523	
1442	EXP032195	Mus musculus	2.3.4.0.27	anti-REST		mESC	PEAKS036296	REST [1+7+1] (NRSF, XBR)	EXP032189	IgG (DAKO)	GEO:GSM1169010,GEO:GSE48122,PUBMED:22396653	Q8VIG1	REST_MOUSE	GEO:GSM1169002,GEO:GSE48122,PUBMED:22396653	4984	4390	6310	6310	1880
1443	EXP032214	Homo sapiens	3.7.1.7.1	JARID2		MRC-iPS-25	PEAKS034957	JARID2 (Jumonji, JMJ)	EXP032212	input	GEO:GSM1180131,GEO:GSE48515	Q92833	JARD2_HUMAN	GEO:GSM1180130,GEO:GSE48515	7180	10656	16929	16929	518
1444	EXP032617	Mus musculus	2.3.4.0.72	1000		Pancreatic carcinoma cells derived from KrasG12D/+, p53R172H/+-mice	PEAKS036492	ZBTB17 [12+1] (MIZ1, ZNF151, ZNF60)	EXP032604	IgG rabbit (sigma, I5006)	GEO:GSM1356597,GEO:GSE44672	Q60821	ZBT17_MOUSE	GEO:GSM1356598,GEO:GSE44672	2050	3702	3644	2013	410
1445	EXP032333	Mus musculus	2.2.1.1.1	anti-Gata1		FDCPmix	PEAKS036359	GATA-1 (GF-1, EryF1, NF-E1)	EXP032323	IgG	GEO:GSM1218231,GEO:GSE50406,PUBMED:24120743	P17679	GATA1_MOUSE	GEO:GSM1218229,GEO:GSE50406,PUBMED:24120743	686	659	361	0	3
1446	EXP032574	Homo sapiens	3.3.1.16.3	anti-FOXP3		CD4+CD25+CD45RA+ expanded naive regulatory T cells	PEAKS035037	FOXP3	EXP032555	none	GEO:GSM1056937,GEO:GSE43119,PUBMED:24671953	Q9BZS1	FOXP3_HUMAN	GEO:GSM1056926,GEO:GSE43119,PUBMED:24671953	896	2694	11707	11680	216932
1447	EXP030443	Mus musculus	2.3.1.3.2	anti-EGR2 (Krox-20)		NKT cells were isolated from Va14tg mice	PEAKS035545	EGR2 (Krox-20)	EXP030440	none	GEO:GSM845901,GEO:GSE34254,PUBMED:22306690	P08152	EGR2_MOUSE	GEO:GSM845902,GEO:GSE34254,PUBMED:22306690	1088	1506	2394	2394	524997
1448	EXP030608	Homo sapiens	2.1.1.1.4	AR		LNCaP-ARmo	PEAKS034530	Androgen receptor (AR) (NR3C4)	EXP030606	rabbit IgG	GEO:GSM1174480,GEO:GSE48308,PUBMED:21909140	P10275	ANDR_HUMAN	GEO:GSM1174489,GEO:GSE48308,PUBMED:21909140	1	75	311	1	1
1449	EXP010071	Homo sapiens	2.3.3.9.1	YY1	None	NT2-D1	PEAKS033454	YY1	EXP010048	Input	GEO:GSM935424	P25490	TYY1_HUMAN	GEO:GSM935421,GEO:GSM788077	11021	13923	28295	28295	291627
1450	EXP031656	Mus musculus	1.1.1.1.1	cJUN (Abcam, ab31419, GR30-33)		Th17 Cells	PEAKS036048	c-Jun	EXP031634	Rabbit IgG (R&D, AB-105-C, ER11)	GEO:GSM978770,GEO:GSE39756,PUBMED:22992523	P05627	JUN_MOUSE	GEO:GSM978766,GEO:GSE39756,PUBMED:22992523	11155	6339	29714	29714	2
1451	EXP032472	Mus musculus	3.5.1.5.2	Snf2h	untreated	3134 murine mammary epithelial cell line	PEAKS036421	SMARCA5 (SNF2H)	EXP032470		GEO:GSM1296405,GEO:GSE53583	Q91ZW3	SMCA5_MOUSE	GEO:GSM1296407,GEO:GSE53583	25147	56	8977	8508	12
1452	EXP000386	Mus musculus	6.2.1.0.5	STAT5A	2 rounds priming	Balb/C, Th1	PEAKS035300	STAT5A	EXP000384	IgG	GEO:GSM671389,GEO:GSE27158,PUBMED:21516110	P42230	STA5A_MOUSE	GEO:GSM671387,GEO:GSE27158,PUBMED:21516110	1133	19086	3089	2	77
1453	EXP000421	Mus musculus	2.2.1.1.1	Gata1		Erthyroid Progenitor (G1ER)	PEAKS035314	GATA-1 (GF-1, EryF1, NF-E1)	EXP000420		GEO:GSM722390,GEO:GSE29193,PUBMED:22036566	P17679	GATA1_MOUSE	GEO:GSM722389,GEO:GSE29193,PUBMED:22036566	136	489	2699	0	1
1454	EXP000798	Mus musculus	2.2.1.1.3	anti-Gata3 (558686, BD bioscience)		T-helper 2 cells (unstimulated)	PEAKS035446	GATA-3			GEO:GSM523226,GEO:GSE20898,PUBMED:21867929,GEO:GSM742023	P23772	GATA3_MOUSE		9890	13485	13528	13528	7099
1455	EXP031436	Mus musculus	6.2.1.0.5	Anti-Stat5A	IL-2 for 1 hr, mutatnt Stat5a and Stat5b that form dimers but not tetramers	total T cells	PEAKS035958	STAT5A	EXP031429	Rabbit IgG	GEO:GSM904766,GEO:GSE36882,PUBMED:22520852	P42230	STA5A_MOUSE	GEO:GSM904765,GEO:GSE36882,PUBMED:22520852	4576	10377	9611	2518	15
1456	EXP032463	Mus musculus	2.6.1.0.1	Custom GFP antibody		Embryonic Stem Cells (ESCs)	PEAKS036415	CpG-binding protein (CXXC1, CFP1, CGBP, PCCX1, PHF18)	EXP032461	Custom GFP antibody	GEO:GSM1258239,GEO:GSE52071,PUBMED:24423662	Q9CWW7	CXXC1_MOUSE	GEO:GSM1258242,GEO:GSE52071,PUBMED:24423662	5830	2106	11932	11932	17
1457	EXP010562	Homo sapiens	1.1.2.1.1	c-Fos	None	HeLa-S3	PEAKS033721	c-Fos	EXP010027	Input	GEO:GSM935317	P01100	FOS_HUMAN	GEO:GSM817342	24196	19849	38106	27757	25731
1458	EXP011231	Homo sapiens	2.3.3.50.1	CTCF	None	GM12891	PEAKS034066	CTCF [11]			GEO:GSM822294	P49711	CTCF_HUMAN		54509	101860	90501	90501	66818
1459	EXP030784	Homo sapiens	6.2.1.0.1	STAT1 (Santa Cruz sc-345)	MCSF (10ng/ml) and IFN-gamma (100U/ml) for 24 hours, stimulated with LPS (50ng/ml) for 3 hours	CD14+ monocytes	PEAKS034609	STAT1	EXP030775	none, input	GEO:GSE43036,PUBMED:24012417,GEO:GSM1057015,GEO:GSM1057013	P42224	STAT1_HUMAN	GEO:GSM1057028,GEO:GSE43036,PUBMED:24012417		4537	48055	48055	
1460	EXP010074	Homo sapiens	2.3.1.1.1	SP1	None	H1-hESC	PEAKS033455	Sp1	EXP010428	RevXlinkChromatin	GEO:GSM803377	P08047	SP1_HUMAN	GEO:GSM803339	29586	12222	52811	52811	9416
1461	EXP030527	Homo sapiens	2.1.1.2.1	SC-543 (Santa Cruz)	poor	primary breast tumor	PEAKS034516	Estrogen receptor &#945; (ER&#945;) (NR3A1)	EXP030519		GEO:GSM1003728,GEO:GSE40867,PUBMED:24242068	P03372	ESR1_HUMAN	GEO:GSM1003743,GEO:GSE40867,PUBMED:24242068	727	756	2116	55	21
1462	EXP010642	Homo sapiens	3.5.2.2.3	ELK4	None	HEK293	PEAKS033765	Elk-4 (SAP-1)	EXP010651	Input	GEO:GSM935590	P28324	ELK4_HUMAN	GEO:GSM935586	848	361	702	0	1
1463	EXP030522	Homo sapiens	2.1.1.2.1	SC-543 (Santa Cruz)	good	primary breast tumor	PEAKS034511	Estrogen receptor &#945; (ER&#945;) (NR3A1)	EXP030519		GEO:GSM1003714,GEO:GSE40867,PUBMED:24242068	P03372	ESR1_HUMAN	GEO:GSM1003743,GEO:GSE40867,PUBMED:24242068	12502	11520	24011	24011	81
1464	EXP031423	Mus musculus	2.2.1.1.1	GATA1 (Santacruz,clone N6, sc-265)		asynchrnous G1E-ER4+E2 cells	PEAKS035951	GATA-1 (GF-1, EryF1, NF-E1)	EXP031421	None	GEO:GSM897224,GEO:GSE36589,PUBMED:22901805	P17679	GATA1_MOUSE	GEO:GSM897225,GEO:GSE36589,PUBMED:22901805	8035	6089	9409	9351	
1465	EXP031444	Homo sapiens	1.1.1.2.1	sc-291	adult bone marrow	CD34+ HSPC-derived proerythroblasts	PEAKS034762	NF-E2 p45	EXP031439	none	GEO:GSM908059,GEO:GSE36985,PUBMED:23041383	Q16621	NFE2_HUMAN	GEO:GSM908073,GEO:GSE36985,PUBMED:23041383	507	318	8753	0	1
1466	EXP031810	Mus musculus	3.5.2.4.3	Elf5 (Santa Cruz, sc-9645x, lot D2109)		Trophoblast stem cells	PEAKS036118	Elf-5 (ESE-2)	EXP031806	None	GEO:GSM1035390,GEO:GSE42207,PUBMED:23396136	Q8VDK3	ELF5_MOUSE	GEO:GSM1035393,GEO:GSE42207,PUBMED:23396136	1127	19969	7034	7034	
1467	EXP032634	Homo sapiens	3.7.1.6.2	JARID1B (Novus Biologicals, 22260002)	siControl	MDA-MB-231	PEAKS035057	JARID1B (KDM5B, PLU1, RBBP2H1)	EXP032624		GEO:GSM1122669,GEO:GSE46055,PUBMED:24937458	Q9UGL1	KDM5B_HUMAN	GEO:GSM1122670,GEO:GSE46055,PUBMED:24937458	47256	32533	72544	39046	
1468	EXP031195	Mus musculus	2.1.1.1.3	PR	P4	uterus epithelium	PEAKS035797	Progesterone receptor (PR) (NR3C3)	EXP031192	none	GEO:GSM857547,GEO:GSE34927,PUBMED:22638070	Q00175	PRGR_MOUSE	GEO:GSM857548,GEO:GSE34927,PUBMED:22638070	460	346	1194	0	
1469	EXP032635	Homo sapiens	3.7.1.6.2	JARID1B (Novus Biologicals, 22260002)	siControl	HCC2157	PEAKS035058	JARID1B (KDM5B, PLU1, RBBP2H1)	EXP032625		GEO:GSM1122671,GEO:GSE46055,PUBMED:24937458	Q9UGL1	KDM5B_HUMAN	GEO:GSM1122672,GEO:GSE46055,PUBMED:24937458	51199	9586	62090	25973	552
1470	EXP031614	Homo sapiens	1.2.3.1.1	TAL1		RPMI-8402	PEAKS036820	Tal-1 (SCL, TCL-5)	EXP031610		GEO:GSM957614,GEO:GSM957612,GEO:GSE39179	P17542	TAL1_HUMAN	GEO:GSM957615,GEO:GSM957613,GEO:GSE39179	35344	863	9887	3995	
1471	EXP030767	Mus musculus	6.2.1.0.6	Santa Cruz, sc-835		Mammary tissues	PEAKS035640	STAT5B	EXP030764	None	GEO:GSM1005190,GEO:GSE40930,PUBMED:23275557	P42232	STA5B_MOUSE	GEO:GSM1005193,GEO:GSE40930,PUBMED:23275557	9847	5607	13025	12966	
1472	EXP010302	Homo sapiens	2.3.3.50.1	CTCF_(SC-5916)	None	K562	PEAKS033579	CTCF [11]	EXP010130	RevXlinkChromatin	GEO:GSM1010820	P49711	CTCF_HUMAN	GEO:GSM803352	43128	17743	50311	50311	31557
